id,name,gender,age,city,state,job,income,score,loans
100332,Aryan Narang,Male,40,Siliguri,West Bengal,Professional,56256,705,0
100333,Dev Shetty,Female,58,Bhopal,Madhya Pradesh,Salaried,101477,770,0
100334,Nilima Dada,Female,38,Kolkata,West Bengal,Business Owner,155566,706,0
100335,Chakradev Barad,Female,59,Jabalpur,Madhya Pradesh,Salaried,165977,729,2
100336,Waida D’Alia,Male,32,Rajkot,Gujarat,Salaried,137657,721,0
100337,Wahab Yogi,Male,38,Bengaluru,Karnataka,Salaried,28998,639,2
100338,Lipika Setty,Male,55,Noida,Uttar Pradesh,Salaried,126019,778,4
100339,Oni Dubey,Male,58,Jaipur,Rajasthan,Salaried,128250,706,1
100340,Hardik Suri,Female,47,Jabalpur,Madhya Pradesh,Salaried,124726,729,2
100341,Ati Bali,Male,28,Kolkata,West Bengal,Salaried,104131,676,1
100342,Teerth Sawhney,Male,55,Agra,Uttar Pradesh,Self Employed,142370,622,2
100343,Warinder Patil,Female,52,New Delhi,Delhi,Salaried,45145,486,1
100344,Jhalak Parmer,Male,29,Delhi,Delhi,Business Owner,78871,691,1
100345,Mitali Majumdar,Male,28,Thane,Maharashtra,Business Owner,127112,761,1
100346,Jason Sha,Female,28,Jaipur,Rajasthan,Salaried,191732,756,0
100347,Simon Bail,Female,21,Ahmedabad,Gujarat,Salaried,168430,752,0
100348,Gauri Kohli,Female,45,Siliguri,West Bengal,Professional,132331,530,1
100349,Samesh Biswas,Male,27,Mangaluru,Karnataka,Business Owner,103847,710,2
100350,Tarak Kaul,Male,52,Mysuru,Karnataka,Salaried,198054,585,1
100351,Manbir Agate,Female,30,Siliguri,West Bengal,Salaried,22389,762,2
100352,Maanav De,Male,56,Hyderabad,Telangana,Professional,135065,676,1
100353,Owen Choudhary,Male,42,Rajkot,Gujarat,Business Owner,66660,824,2
100354,Karan Aurora,Female,37,Lucknow,Uttar Pradesh,Professional,194630,710,1
100355,Wazir Naik,Female,31,Bhopal,Madhya Pradesh,Salaried,107785,776,0
100356,Owen Lanka,Female,36,Hyderabad,Telangana,Salaried,68346,707,0
100357,Jonathan Sama,Male,45,Jabalpur,Madhya Pradesh,Salaried,92132,716,1
100358,Devansh Soni,Male,50,Indore,Madhya Pradesh,Professional,72803,760,2
100359,Janaki Varghese,Male,32,Hyderabad,Telangana,Business Owner,78588,690,1
100360,Siya Thakur,Female,46,Nashik,Maharashtra,Salaried,142164,703,1
100361,Caleb Verma,Male,46,New Delhi,Delhi,Self Employed,92690,742,0
100362,Tara Balasubramanian,Female,32,Jabalpur,Madhya Pradesh,Salaried,83430,809,1
100363,Varenya Ratti,Male,51,Warangal,Telangana,Salaried,49352,619,0
100364,Hritik Swaminathan,Male,46,Hyderabad,Telangana,Self Employed,183141,607,1
100365,Ethan Buch,Female,58,Chennai,Tamil Nadu,Self Employed,214294,722,2
100366,Manbir Bhatti,Female,48,Nashik,Maharashtra,Self Employed,29026,677,0
100367,Anvi Nair,Male,26,Udaipur,Rajasthan,Professional,79549,742,1
100368,Chaitaly Setty,Male,21,Madurai,Tamil Nadu,Professional,91253,705,0
100369,Hardik Contractor,Male,22,Chennai,Tamil Nadu,Self Employed,105965,640,3
100370,Qushi Seth,Female,47,Kolkata,West Bengal,Salaried,125450,759,0
100371,Odika Nori,Male,28,New Delhi,Delhi,Salaried,118258,738,1
100372,Mohini Sagar,Female,30,Warangal,Telangana,Business Owner,163012,607,2
100373,Dhriti Sane,Male,29,New Delhi,Delhi,Salaried,103191,672,2
100374,Aadhya Prasad,Male,31,Vadodara,Gujarat,Salaried,30588,766,2
100375,Urvi Bhavsar,Male,24,Kolkata,West Bengal,Business Owner,162048,719,1
100376,Frederick Chander,Female,50,Udaipur,Rajasthan,Salaried,205800,653,0
100377,Gopal Pradhan,Female,57,New Delhi,Delhi,Professional,50229,809,3
100378,Darpan Narayan,Female,59,Mangaluru,Karnataka,Professional,206665,811,0
100379,Nirja Pandya,Male,47,Indore,Madhya Pradesh,Self Employed,151987,757,1
100380,Charan Mani,Female,37,Ahmedabad,Gujarat,Business Owner,65371,762,4
100381,Indira Chawla,Female,29,Thane,Maharashtra,Salaried,145921,580,1
100382,Mohammed Subramaniam,Female,26,Jaipur,Rajasthan,Self Employed,198590,562,0
100383,Hritik Palla,Female,49,Ahmedabad,Gujarat,Self Employed,137246,641,2
100384,Ishwar Mallick,Female,25,Bhopal,Madhya Pradesh,Salaried,65074,690,1
100385,Pushti Bal,Female,21,Kolkata,West Bengal,Professional,22384,524,1
100386,Ayush Gole,Female,38,Bhopal,Madhya Pradesh,Business Owner,171407,768,1
100387,Dayamai Nori,Female,34,Madurai,Tamil Nadu,Business Owner,135937,827,3
100388,Abeer Golla,Male,32,Jabalpur,Madhya Pradesh,Business Owner,38965,653,0
100389,Nandini Boase,Female,24,Madurai,Tamil Nadu,Professional,163209,735,0
100390,Azaan Chand,Female,28,Kolkata,West Bengal,Self Employed,152099,770,1
100391,Krisha Saini,Female,26,Kanpur,Uttar Pradesh,Self Employed,153228,740,0
100392,Harita Dugar,Male,40,Coimbatore,Tamil Nadu,Professional,92378,735,1
100393,Devika Nair,Female,43,Nagpur,Maharashtra,Professional,205172,778,0
100394,Charles Dugal,Male,37,Indore,Madhya Pradesh,Self Employed,187747,783,1
100395,Chandran Bumb,Female,21,Jabalpur,Madhya Pradesh,Salaried,53307,680,0
100396,Saanvi Samra,Female,59,Nagpur,Maharashtra,Business Owner,195250,719,1
100397,Riya Sachdeva,Female,58,Mysuru,Karnataka,Salaried,43387,818,0
100398,Tanveer Vala,Male,34,Hyderabad,Telangana,Business Owner,51062,653,0
100399,Hemani Sani,Male,22,Kanpur,Uttar Pradesh,Self Employed,144105,729,0
100400,Bhanumati Sur,Female,36,Jodhpur,Rajasthan,Self Employed,92216,599,1
100401,Chakradev Kannan,Male,46,Madurai,Tamil Nadu,Professional,142414,621,1
100402,Christopher Amble,Female,31,Thane,Maharashtra,Self Employed,61911,625,4
100403,Charvi Kakar,Male,53,Siliguri,West Bengal,Salaried,144790,665,1
100404,Aadhya Mann,Male,33,Coimbatore,Tamil Nadu,Salaried,78298,637,4
100405,Jagdish Amble,Male,47,Warangal,Telangana,Salaried,53485,726,0
100406,Qushi Gill,Male,32,Kolkata,West Bengal,Professional,101733,735,1
100407,Lajita Walia,Male,57,Vadodara,Gujarat,Salaried,123368,629,0
100408,Xiti Pandya,Male,23,Bhopal,Madhya Pradesh,Professional,50225,747,0
100409,Mekhala Basak,Male,24,Ahmedabad,Gujarat,Salaried,105326,574,1
100410,Anirudh Sharaf,Male,35,Madurai,Tamil Nadu,Business Owner,94170,606,1
100411,Dhriti Sanghvi,Male,48,Hyderabad,Telangana,Salaried,81792,670,2
100412,Omisha Mann,Male,34,Agra,Uttar Pradesh,Professional,22455,624,1
100413,Nidhi Bail,Female,44,Chennai,Tamil Nadu,Business Owner,110550,716,0
100414,Onveer Sharma,Male,26,Aurangabad,Maharashtra,Professional,178996,785,2
100415,Gaurang Sarkar,Female,31,Delhi,Delhi,Business Owner,206621,757,1
100416,Yagnesh Sarin,Male,49,Chennai,Tamil Nadu,Self Employed,189516,657,0
100417,Farhan Randhawa,Female,36,Bhopal,Madhya Pradesh,Professional,38417,665,0
100418,Harinakshi Kant,Male,33,Indore,Madhya Pradesh,Salaried,62348,710,0
100419,Om Bose,Female,31,Coimbatore,Tamil Nadu,Salaried,131580,686,0
100420,Yashvi Hari,Male,54,Siliguri,West Bengal,Salaried,54733,639,0
100421,Indali Divan,Male,38,New Delhi,Delhi,Business Owner,128085,739,0
100422,Harshil Dhingra,Female,30,Mumbai,Maharashtra,Self Employed,208181,692,3
100423,Rudra Ghose,Female,59,Chennai,Tamil Nadu,Self Employed,50832,608,0
100424,Faqid Goel,Male,56,Siliguri,West Bengal,Salaried,78002,801,3
100425,Ucchal Sen,Male,50,Indore,Madhya Pradesh,Self Employed,132817,705,1
100426,Diya Dora,Male,35,Bhopal,Madhya Pradesh,Professional,171315,501,0
100427,Ekansh Singh,Male,38,Hyderabad,Telangana,Business Owner,142266,743,1
100428,Chavvi Maharaj,Female,49,Chennai,Tamil Nadu,Business Owner,149668,690,2
100429,Indira Tripathi,Female,49,Delhi,Delhi,Self Employed,117613,671,0
100430,Dayita Shenoy,Male,42,Mysuru,Karnataka,Salaried,108142,578,1
100431,Baljiwan Bhandari,Male,43,New Delhi,Delhi,Business Owner,157792,789,3
100432,Bhavini Bose,Male,49,Bhopal,Madhya Pradesh,Salaried,97385,672,0
100433,Yashica Rajagopalan,Female,26,Indore,Madhya Pradesh,Business Owner,67886,515,0
100434,Benjamin Sengupta,Female,58,Rajkot,Gujarat,Professional,196787,613,2
100435,Ekanta Soni,Male,44,Indore,Madhya Pradesh,Salaried,127862,694,0
100436,David Seshadri,Male,25,Aurangabad,Maharashtra,Business Owner,156548,696,0
100437,Hemal Chad,Male,43,Udaipur,Rajasthan,Professional,41084,639,2
100438,Balveer Kota,Male,54,Chennai,Tamil Nadu,Self Employed,120462,730,1
100439,Reva Viswanathan,Female,32,Delhi,Delhi,Business Owner,36659,601,3
100440,Januja Pradhan,Female,31,Jaipur,Rajasthan,Self Employed,72509,684,2
100441,Lila Rege,Female,23,Siliguri,West Bengal,Business Owner,162296,702,0
100442,Charles Natt,Female,44,Mangaluru,Karnataka,Professional,89548,620,2
100443,Forum Chandra,Male,49,Thane,Maharashtra,Self Employed,218148,766,0
100444,Bhanumati Krishnan,Male,51,Delhi,Delhi,Salaried,179734,780,0
100445,Gauri Bumb,Male,28,Jaipur,Rajasthan,Self Employed,198239,696,1
100446,Inaya Mukherjee,Male,22,Bengaluru,Karnataka,Salaried,80914,707,1
100447,Kai Chad,Male,49,Vadodara,Gujarat,Salaried,129166,754,3
100448,Krisha Narasimhan,Male,57,Nagpur,Maharashtra,Professional,65608,724,2
100449,Girik Sampath,Female,36,Aurangabad,Maharashtra,Salaried,119615,686,0
100450,Andrew Patil,Male,28,Surat,Gujarat,Salaried,190217,755,2
100451,Pranit Kala,Female,56,Madurai,Tamil Nadu,Self Employed,160908,817,2
100452,Vedika Handa,Female,34,Surat,Gujarat,Business Owner,156494,674,2
100453,Laksh Dubey,Male,32,Pune,Maharashtra,Business Owner,78952,660,0
100454,Chakrika Chaudhuri,Male,47,Nashik,Maharashtra,Self Employed,105189,784,0
100455,Gayathri Deep,Male,39,Udaipur,Rajasthan,Business Owner,29905,642,0
100456,Mitesh Gaba,Female,33,Bhopal,Madhya Pradesh,Salaried,76029,609,1
100457,Noah Sarma,Male,49,Hubballi,Karnataka,Business Owner,113412,680,0
100458,Nirja Patla,Male,23,Rajkot,Gujarat,Salaried,33122,763,0
100459,Sachi Mane,Male,28,Hubballi,Karnataka,Self Employed,134324,816,2
100460,Vivaan Walla,Male,34,Rajkot,Gujarat,Salaried,155592,701,1
100461,Dayamai Singh,Female,27,Siliguri,West Bengal,Professional,167981,709,0
100462,Jhalak Sastry,Male,24,Mumbai,Maharashtra,Self Employed,155471,707,0
100463,Baghyawati Raja,Male,41,Bhopal,Madhya Pradesh,Professional,90265,684,0
100464,Neel Iyengar,Female,32,Jodhpur,Rajasthan,Self Employed,137195,694,0
100465,Zashil Ben,Female,51,Jabalpur,Madhya Pradesh,Professional,192466,738,2
100466,Kamya Chauhan,Male,29,Indore,Madhya Pradesh,Self Employed,24751,757,0
100467,Bhavani Chacko,Male,27,Bhopal,Madhya Pradesh,Salaried,204176,849,3
100468,Anjali Sengupta,Male,55,Mysuru,Karnataka,Business Owner,22814,763,4
100469,Rajeshri Chand,Female,60,Surat,Gujarat,Salaried,210780,714,2
100470,Shravya Palla,Male,31,Agra,Uttar Pradesh,Salaried,130257,681,0
100471,Oeshi Bera,Male,57,Kolkata,West Bengal,Self Employed,68844,573,3
100472,Yadavi Prakash,Female,22,Delhi,Delhi,Salaried,166825,519,4
100473,Libni Bumb,Male,54,Jabalpur,Madhya Pradesh,Self Employed,83180,636,0
100474,Udarsh Bala,Male,55,Chennai,Tamil Nadu,Business Owner,95413,844,2
100475,Hardik Nayak,Female,58,Hubballi,Karnataka,Salaried,132397,708,3
100476,Laksh Barad,Male,36,Jodhpur,Rajasthan,Salaried,72115,622,1
100477,Urmi Dewan,Male,52,New Delhi,Delhi,Salaried,49934,713,1
100478,Saumya Ahluwalia,Male,35,Agra,Uttar Pradesh,Salaried,184762,636,0
100479,Anirudh Kunda,Female,30,Madurai,Tamil Nadu,Salaried,48855,764,3
100480,Mason Wable,Male,32,Agra,Uttar Pradesh,Business Owner,104737,850,0
100481,Indrajit Mani,Male,33,Delhi,Delhi,Salaried,217372,677,2
100482,Charvi Dara,Female,50,Bhopal,Madhya Pradesh,Business Owner,186870,679,2
100483,William Saini,Male,42,Coimbatore,Tamil Nadu,Salaried,128784,679,2
100484,Dev Choudhry,Female,27,Lucknow,Uttar Pradesh,Salaried,130479,752,0
100485,Amol Varma,Female,36,Jodhpur,Rajasthan,Self Employed,183583,614,0
100486,Maanas Manne,Male,53,Rajkot,Gujarat,Self Employed,104593,675,1
100487,Aarav Pandit,Male,43,Nashik,Maharashtra,Business Owner,141385,633,1
100488,Omaja Grover,Female,53,Vadodara,Gujarat,Salaried,72100,670,1
100489,Jalsa Bir,Female,26,Delhi,Delhi,Business Owner,78073,804,1
100490,Madhavi Singhal,Female,52,Bengaluru,Karnataka,Self Employed,134420,619,1
100491,Lila Prakash,Female,39,Thane,Maharashtra,Salaried,35264,787,0
100492,Amol Parikh,Male,56,Siliguri,West Bengal,Salaried,40784,662,1
100493,Hemani Khosla,Male,50,Udaipur,Rajasthan,Salaried,77934,657,0
100494,Gaurangi Deol,Male,23,Siliguri,West Bengal,Salaried,45265,666,0
100495,Indira Nigam,Female,57,Coimbatore,Tamil Nadu,Business Owner,36116,824,2
100496,Ucchal Srinivas,Female,38,Thane,Maharashtra,Self Employed,53704,721,0
100497,Krishna Bhatnagar,Male,54,Kolkata,West Bengal,Salaried,217179,587,1
100498,Balhaar Memon,Male,36,Kolkata,West Bengal,Salaried,103927,752,0
100499,Caleb Iyengar,Female,24,Agra,Uttar Pradesh,Self Employed,140011,665,2
100500,Diya Mukherjee,Female,24,Rajkot,Gujarat,Salaried,18020,708,0
100501,Urvashi Kulkarni,Female,27,Lucknow,Uttar Pradesh,Self Employed,111160,599,0
100502,Rayaan Mangal,Male,38,Aurangabad,Maharashtra,Salaried,46003,588,3
100503,Champak Narula,Male,57,Pune,Maharashtra,Self Employed,100492,706,0
100504,Jeet Pillai,Male,55,New Delhi,Delhi,Self Employed,216032,651,2
100505,Mugdha Sarraf,Male,22,Kanpur,Uttar Pradesh,Professional,121324,675,0
100506,Harinakshi Grover,Male,25,Warangal,Telangana,Self Employed,166967,695,2
100507,Widisha Pillai,Male,23,Ahmedabad,Gujarat,Salaried,191763,625,0
100508,Fitan Samra,Male,55,Pune,Maharashtra,Business Owner,216274,850,2
100509,Qushi Gole,Male,35,Delhi,Delhi,Self Employed,141478,812,1
100510,Ekani Chauhan,Female,36,Lucknow,Uttar Pradesh,Salaried,194883,774,1
100511,Falak Merchant,Male,47,Vadodara,Gujarat,Salaried,164945,760,3
100512,Sanaya Sandhu,Male,32,Noida,Uttar Pradesh,Business Owner,208801,730,0
100513,Sachi Panchal,Male,25,Siliguri,West Bengal,Business Owner,33962,669,1
100514,Brijesh Pandit,Male,23,Delhi,Delhi,Salaried,26460,672,0
100515,Anvi Bhandari,Female,31,Vadodara,Gujarat,Self Employed,197597,714,0
100516,Nidra Patla,Female,59,Bhopal,Madhya Pradesh,Business Owner,206761,696,1
100517,Azaan Dhar,Female,26,Madurai,Tamil Nadu,Salaried,49610,596,2
100518,Bakhshi Date,Female,34,Coimbatore,Tamil Nadu,Self Employed,55900,703,2
100519,Warinder Peri,Female,43,Rajkot,Gujarat,Salaried,213294,617,0
100520,Leela Bali,Female,24,Kanpur,Uttar Pradesh,Self Employed,214528,696,2
100521,Shivani Prabhakar,Male,36,Delhi,Delhi,Self Employed,165969,683,0
100522,Sachi Bose,Male,27,Madurai,Tamil Nadu,Salaried,55124,647,0
100523,Jeevika Rao,Female,47,New Delhi,Delhi,Self Employed,169579,639,1
100524,Arya Krish,Male,23,Madurai,Tamil Nadu,Salaried,167054,672,0
100525,Atharv Grewal,Female,23,Kolkata,West Bengal,Salaried,105416,746,0
100526,Zarna Ram,Female,52,Kanpur,Uttar Pradesh,Business Owner,190716,744,0
100527,Adweta Lad,Female,24,Siliguri,West Bengal,Salaried,22337,714,2
100528,Tanish Mangal,Female,30,Coimbatore,Tamil Nadu,Salaried,192844,560,0
100529,Ryan Das,Female,21,Jabalpur,Madhya Pradesh,Salaried,184911,802,1
100530,Ethan Seth,Female,38,Jabalpur,Madhya Pradesh,Salaried,52538,645,0
100531,Sai Chahal,Male,50,Kolkata,West Bengal,Salaried,123196,770,1
100532,Idika Bhattacharyya,Male,48,Bhopal,Madhya Pradesh,Self Employed,69295,695,0
100533,Charita Dugar,Female,36,Coimbatore,Tamil Nadu,Salaried,184420,665,1
100534,Janaki Trivedi,Female,42,Vadodara,Gujarat,Self Employed,56862,678,1
100535,Jairaj Iyer,Male,50,Kolkata,West Bengal,Self Employed,70043,599,2
100536,Warjas Tak,Male,59,Mangaluru,Karnataka,Salaried,180834,584,1
100537,Jalsa Pillay,Male,57,Kanpur,Uttar Pradesh,Self Employed,80731,629,0
100538,Kai Chadha,Male,30,Bhopal,Madhya Pradesh,Business Owner,98157,682,2
100539,Dayamai Rao,Female,45,Indore,Madhya Pradesh,Business Owner,103537,627,0
100540,Nirja Rout,Male,31,Nagpur,Maharashtra,Salaried,115042,821,3
100541,Jeremiah Nadig,Female,43,Warangal,Telangana,Salaried,57304,587,1
100542,Shivani Shukla,Female,42,Kolkata,West Bengal,Self Employed,123165,799,1
100543,Kabir Gopal,Female,40,Udaipur,Rajasthan,Self Employed,57485,678,1
100544,Rachita Thakkar,Female,25,Indore,Madhya Pradesh,Business Owner,147833,764,1
100545,Jeet Vasa,Male,42,Noida,Uttar Pradesh,Salaried,128258,674,1
100546,Daksha Gala,Female,37,Mangaluru,Karnataka,Salaried,64862,750,3
100547,Ekantika Kar,Male,38,Jabalpur,Madhya Pradesh,Salaried,195731,640,3
100548,Zilmil Mander,Female,35,Mysuru,Karnataka,Salaried,50544,716,0
100549,Zashil Hegde,Male,50,Madurai,Tamil Nadu,Salaried,189764,558,1
100550,Jeremiah Mitter,Female,32,Coimbatore,Tamil Nadu,Salaried,22277,745,1
100551,Yadavi Ganguly,Male,22,Hyderabad,Telangana,Business Owner,130126,764,0
100552,Onveer Nazareth,Male,59,Rajkot,Gujarat,Self Employed,163799,737,2
100553,Ayush Bumb,Male,23,Udaipur,Rajasthan,Salaried,147153,708,3
100554,Alka Kade,Male,34,Pune,Maharashtra,Salaried,30957,716,0
100555,Azaan Tank,Female,56,Hyderabad,Telangana,Self Employed,82356,689,0
100556,Chasmum Subramanian,Female,57,New Delhi,Delhi,Salaried,62536,577,0
100557,Nidra Mishra,Female,34,Mumbai,Maharashtra,Salaried,193303,760,0
100558,Elijah Bhasin,Female,43,Siliguri,West Bengal,Salaried,137733,789,0
100559,Ria Sagar,Female,35,Agra,Uttar Pradesh,Salaried,197631,823,1
100560,Ucchal Jani,Male,27,Delhi,Delhi,Self Employed,182585,628,1
100561,Maanas Munshi,Female,53,Delhi,Delhi,Salaried,139902,731,1
100562,Hemani Rastogi,Female,58,Warangal,Telangana,Salaried,66418,710,3
100563,Kamala Varma,Male,32,Vadodara,Gujarat,Self Employed,216491,689,0
100564,Eiravati Khurana,Male,44,Warangal,Telangana,Salaried,48926,745,3
100565,Jason Loke,Female,34,Siliguri,West Bengal,Self Employed,40208,807,3
100566,Yug Dhaliwal,Male,27,Bhopal,Madhya Pradesh,Salaried,111610,602,1
100567,Chandresh Mannan,Male,40,Indore,Madhya Pradesh,Self Employed,106991,727,1
100568,Omya Kothari,Male,49,Vadodara,Gujarat,Self Employed,149156,724,0
100569,Falak Munshi,Male,27,Kolkata,West Bengal,Salaried,143111,693,1
100570,Nathaniel Tara,Female,25,Vadodara,Gujarat,Business Owner,162913,672,0
100571,Wishi Morar,Female,56,Hubballi,Karnataka,Salaried,130411,654,1
100572,Arin Chana,Male,53,Indore,Madhya Pradesh,Salaried,53729,688,0
100573,Yashasvi Shankar,Female,33,Delhi,Delhi,Professional,186391,655,1
100574,Tanveer Pandit,Male,52,Jodhpur,Rajasthan,Business Owner,175851,688,0
100575,Chandresh Manda,Male,57,Noida,Uttar Pradesh,Business Owner,44840,630,1
100576,Upma Mangal,Male,57,Siliguri,West Bengal,Salaried,163406,797,0
100577,Hritik Sankar,Male,47,Aurangabad,Maharashtra,Professional,25414,632,2
100578,Aishani Pau,Male,22,Ahmedabad,Gujarat,Self Employed,39286,657,1
100579,Jasmit Bath,Male,33,Lucknow,Uttar Pradesh,Salaried,127285,649,1
100580,Charan Hayer,Male,58,Aurangabad,Maharashtra,Salaried,161583,565,1
100581,Bhavya Borah,Female,50,Noida,Uttar Pradesh,Self Employed,128065,712,0
100582,Yamini Seshadri,Male,26,Jaipur,Rajasthan,Professional,64629,805,1
100583,Jagat Dave,Male,23,Mumbai,Maharashtra,Business Owner,19383,723,2
100584,Meera Prakash,Female,50,Warangal,Telangana,Self Employed,203578,534,0
100585,Jasmit Dhawan,Female,39,Chennai,Tamil Nadu,Salaried,123448,595,0
100586,Yashodhara Ratti,Male,36,Warangal,Telangana,Business Owner,132730,623,4
100587,Chakradev Barad,Female,24,Indore,Madhya Pradesh,Self Employed,160671,748,2
100588,Gauri Som,Female,29,Coimbatore,Tamil Nadu,Salaried,217424,714,0
100589,Manthan Varma,Male,28,Warangal,Telangana,Salaried,114972,793,0
100590,Falak Nagar,Female,46,Madurai,Tamil Nadu,Salaried,197365,572,3
100591,Maya Mistry,Male,29,Coimbatore,Tamil Nadu,Salaried,27698,635,2
100592,Yashica Upadhyay,Female,32,New Delhi,Delhi,Salaried,42194,745,1
100593,Chandani Soman,Female,48,Vadodara,Gujarat,Salaried,144754,684,0
100594,Jyoti Narula,Female,25,Ahmedabad,Gujarat,Business Owner,137585,841,1
100595,Omaja Morar,Male,36,Delhi,Delhi,Salaried,84459,697,3
100596,Urvi Lanka,Female,39,Lucknow,Uttar Pradesh,Salaried,184805,547,3
100597,Charan Srinivasan,Female,43,Hubballi,Karnataka,Salaried,31192,636,0
100598,Lajita Divan,Male,28,Noida,Uttar Pradesh,Business Owner,134583,672,0
100599,Azad Choudhary,Female,58,Pune,Maharashtra,Self Employed,174410,619,0
100600,Anirudh Sastry,Female,38,Aurangabad,Maharashtra,Salaried,74820,635,2
100601,Omya Doshi,Male,46,Coimbatore,Tamil Nadu,Self Employed,181794,713,2
100602,Samar Roy,Male,46,Hyderabad,Telangana,Business Owner,86995,796,0
100603,David Devi,Female,35,Hyderabad,Telangana,Self Employed,173692,716,2
100604,Ekta Sridhar,Male,34,Surat,Gujarat,Self Employed,139261,589,1
100605,Dipta Ghose,Female,27,Siliguri,West Bengal,Salaried,127220,765,0
100606,Hema Pandya,Male,45,Agra,Uttar Pradesh,Professional,188718,799,3
100607,Veda Handa,Male,22,Bhopal,Madhya Pradesh,Business Owner,135473,728,1
100608,Arya Misra,Female,26,Jodhpur,Rajasthan,Salaried,153327,739,2
100609,Chameli Mani,Female,29,Warangal,Telangana,Salaried,219733,670,1
100610,Vrinda Nadig,Male,41,Jaipur,Rajasthan,Self Employed,175730,702,2
100611,Ikshita Mahal,Female,31,Chennai,Tamil Nadu,Professional,121467,811,2
100612,Jairaj Raghavan,Male,27,Jodhpur,Rajasthan,Salaried,130758,782,4
100613,Hemani Dhingra,Female,52,Indore,Madhya Pradesh,Self Employed,123347,619,2
100614,Brijesh Mani,Male,60,Delhi,Delhi,Salaried,90865,586,1
100615,Hiral Sathe,Male,60,Indore,Madhya Pradesh,Salaried,76242,705,0
100616,Varenya Kala,Male,47,Jodhpur,Rajasthan,Salaried,204235,753,1
100617,Anika Magar,Female,33,Indore,Madhya Pradesh,Business Owner,216410,609,0
100618,Ikbal Khatri,Male,22,Mangaluru,Karnataka,Salaried,173184,769,0
100619,Chandresh Wali,Female,33,Madurai,Tamil Nadu,Self Employed,141529,721,1
100620,Viraj Ben,Female,24,Agra,Uttar Pradesh,Business Owner,200983,828,4
